,Date,Keyword,Platform Name,Search Url,Chinese Reviews,English Reviews,Sentiment Using TextBlob Scores,Sentiment Using ML Model
10,"August 24, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or10-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 花几个小时逛了逛即使你不想买任何东西，这些市场仍然值得一看。充分享受墨尔本的生活方式，在当地人购物的地方购物。新鲜的食物，美味的咖啡和许多吸引任何年龄段游客的好产品。忘记你在任何大城市都能找到的CBD购物体验吧，在这个不错的市场享受下讨价还价的奇妙感觉!感谢 lorinh14 ,"Even if you don’t want to buy anything, these markets are still worth seeing. Fully enjoy the Melbourne lifestyle and shop where locals shop. Fresh food, delicious coffee and many good products that appeal to tourists of any age. Forget the CBD shopping experience you can find in any big city, and enjoy the wonderful feeling of bargaining in this nice market! Thanks lorinh14",Positive,Positive
11,"August 8, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or10-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 冬夜的维多利亚女皇市场维多利亚女皇公园是著名的地标，不少游人都会到访这里，感受一下当地人的市墟。可是，这市场在冬天（约六月底到八月底）的星期三晚上便会举行冬季夜市，时间由下午五时至晚上十时。夜市主要以烧烤食物为主，也有贩售其他商品和表演的摊档，实在是非常热闹，不要错过。  >  >  >  >感谢 yunkitc2018 ,"The Queen Victoria Market in winter night. The Queen Victoria Park is a famous landmark. Many tourists will visit here to experience the local market. However, this market will hold a winter night market on Wednesday nights in the winter (approximately the end of June to the end of August), from 5 pm to 10 pm. The night market mainly focuses on barbecue food, and there are also stalls selling other goods and performances. It is really lively, don't miss it. >>> >Thanks yunkitc2018",Neutral,Positive
12,"July 21, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or10-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 食品和农产品仍然是这个市场的最佳特征当地的一位朋友向我们发送了一份我们在墨尔本度假期间必须做的事情清单； 维多利亚女皇市场就在其中，所以我们乘坐免费电车从CBD到了市场。市场里有三个不同的领域；冷冻肉类和乳制品，非冷冻水果和蔬菜区（拥有大型有机认证区域）和制成品区域（服装，鞋子，袋子，澳大利亚纪念品等）。整个市场上都有咖啡馆和餐馆，以及周边的酒吧。我们最感兴趣的是肉类特别是比家里便宜（布里斯班），小型食品（香肠，萨拉米香肠等）的很多，可能是由于墨尔本的种族人口非常多样化。这里绝对值的列入每个人的清单！  >  >  >  >感谢 HenknAnnie ,"Food and agricultural products are still the best features of this market. A local friend sent us a list of things we must do during our holiday in Melbourne; Queen Victoria Market is in it, so we took the free tram from the CBD to the market. There are three different areas in the market; frozen meat and dairy products, non-frozen fruits and vegetables area (with large organic certification area) and finished goods area (clothing, shoes, bags, Australian souvenirs, etc.). There are cafes and restaurants throughout the market, as well as surrounding bars. We are most interested in meat, especially cheaper than home (Brisbane), small foods (sausage, salami, etc.) are many, probably due to Melbourne's very diverse ethnic population. Here is the absolute value included in everyone's list! >>> >Thanks HenknAnnie",Positive,Positive
13,"July 7, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or10-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 墨尔本必去景点今次去了维多利亚女皇市场两次，星期二的早市和星期三晚上的夜市，给人两种截然不同的感觉，朝市比较贴近当地人的生活，夜市好像大型派对，都值得去打卡。感谢 WendyLTravel ,Must-visit attractions in Melbourne I visited the Queen Victoria Market twice this time. The morning market on Tuesday and the night market on Wednesday night give people two completely different feelings. The morning market is closer to the life of the locals. The night market is like a large party and it is worth checking in. . Thank WendyLTravel,Neutral,Positive
14,"June 24, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or10-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS," 一个难忘的景点（超级棒的）墨尔本的维多利亚女王市场也被我们简称为QV，和悉尼的维多利亚女王大厦的美丽和辉煌相比起来甚远（差别挺大的），悉尼的维多利亚女王大厦更加壮观。但这两个相距数百英里的著名的地方本来就是标志性的地标（超级棒的），并且都有他们自己独特的经典形象，人们蜂拥而来，前来这里欣赏风景以及旅行。而且这个地方就好像磁铁一样，吸引着当地人和外国游客前来游玩，这里就好像是购物和美食的天堂，是乐趣的象征，这里实在是太美了，到处都是美景（充满着历史的气息）。更多  >  >  >感谢 ynadqnor VicMarket，维多利亚女皇市场 的 Communications Coordinator，回复了这篇点评2019年6月27日已回复Google翻译 Hi ynadqnor, what a lovely way to put it! Thank you for sharing your review :) - the team at...更多","An unforgettable attraction (superb) Melbourne's Queen Victoria Market is also referred to as QV by us. Compared with the beauty and splendor of Sydney's Queen Victoria Building (very different), Sydney's Queen Victoria Building is even more spectacular. . But these two famous places hundreds of miles apart are originally iconic landmarks (super awesome), and both have their own unique classic images. People flock here to enjoy the scenery and travel. And this place is like a magnet, attracting locals and foreign tourists to come and play. It is like a paradise for shopping and food, and a symbol of fun. It is really beautiful here, and it is full of beautiful scenery (full of history) ). More>> >Thanks to ynadqnor VicMarket, Communications Coordinator at Queen Victoria Market, responded to this review June 27, 2019 Replied to Google Translate Hi ynadqnor, what a lovely way to put it! Thank you for sharing your review :) -the team at... more",Positive,Positive
15,"June 7, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or10-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 商品琳琅满目在墨尔本21天，天天去买菜，有不少新鲜的海产，还有蔬菜，日用品，一应俱全。门口还有免费的电车去CBD，超级方便。  >体验日期：2018年7月1  感谢 frank201906 ,"There is a dazzling array of goods in Melbourne for 21 days. I go shopping every day. There are many fresh seafood, vegetables and daily necessities. There is also a free tram at the door to the CBD, which is super convenient. >Experience Date: July 1, 2018 Thanks frank201906",Positive,Positive
16,"May 17, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or10-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS," 新鲜的蔬菜，海鲜，小商店市场市场周四开放，前排卖的是包，短袖，和各种各样的礼物。然后你就来到了新鲜蔬菜区和肉品区，那里还有有机食材可以选择。我会花上一个多小时来逛完这个地方，一定要来尝尝市场里的咖啡。  >  >  >感谢 fruittie VicMarket，维多利亚女皇市场 的 Communications Coordinator，回复了这篇点评2019年5月21日已回复Google翻译 Hi fruittie, thanks for sharing your review with us. - the team at Queen Vic Market","Fresh vegetables, seafood, a small shop market is open on Thursday, and the front row sells bags, short sleeves, and various gifts. Then you come to the fresh vegetable area and meat area, where there are organic ingredients to choose from. I will spend more than an hour visiting this place and I must come to taste the coffee in the market. >> >Thanks to fruittie VicMarket, Communications Coordinator at Queen Victoria Market, responded to this review May 21, 2019 Replied to Google Translate Hi fruittie, thanks for sharing your review with us.-the team at Queen Vic Market",Neutral,Negative
17,"April 26, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or10-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS," 外国街市可以一访，未算有太大惊喜，加上开放时间短，要去的朋友请check 清楚每日开放时间。 我们去的时候4月至5月有个每逢星期三晚的night market ,为行程加分不少，night market 主题为欧洲美食，所以有很多欧洲对食摊位，气氛很好、但人多要排很耐队买食物。感谢 bbbbbbbb216 ","You can visit foreign markets. It is not a big surprise, and the opening hours are short. If you want to go, please check the daily opening hours. When we went there was a night market every Wednesday night from April to May, which added a lot of points to the itinerary. The theme of the night market was European cuisine, so there were many European food stalls. The atmosphere was good, but many people had to line up. Very resistant to buying food. Thank bbbbbbbb216",Neutral,Neutral
18,"April 21, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or10-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 超大的 market早上嚟到queen Victoria Market， 这里虽然很大，但早上7时多并没有很多的商舖开启。 这个market分两边一边是以干货衣服鞋袜等饰物为主， 另一边则以食物例如蔬菜生果肉类海鲜等为主。 这里又有一盘盘一打打的生蠔价钱很实惠。感谢 CeliaS44 ,"The huge market arrives at Queen Victoria Market in the morning. Although it is very large, there are not many shops that open at 7 in the morning. This market is divided into two sides, one side is mainly dry goods, clothes, shoes and socks and other accessories, the other side is mainly food such as vegetables, raw fruits, meat, and seafood. There are dozens of oysters here at very affordable prices. Thank CeliaS44",Neutral,Positive
19,"April 9, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or10-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 墨尔本必逛的本地市场来墨尔本必逛的维多利亚女王市场，位于市中心边缘，有轨电车免费范围内，生鲜水果蔬菜，名种火腿熟食，面包咖啡茶饮有，各国美食，应有尽有！想要买伴手礼，推荐这里价格实惠哦  >  >  >  >体验日期：2019年2月1  感谢 Voyage06892403166 ,"Must-see local markets in Melbourne Queen Victoria's market is a must-visit in Melbourne. It is located on the edge of the city center and is within the free tram range. Fresh fruits and vegetables, cooked ham, bread, coffee and tea, and international cuisines are available! If you want to buy souvenirs, I recommend here at affordable prices>>> >Experience Date: February 1, 2019 Thanks Voyage06892403166",Neutral,Positive
20,"April 7, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or20-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS," 奇妙的食物体验我和妻子去城里游玩，在这个市场度过了一个星期天的下午。我们在小摊上吃了点海鲜饭。我们还观察了它的制作过程。我们注意到，星期天下午很晚的时候，这里会有很多新鲜产品减价特卖，尤其是那些保质期短的产品。更多感谢 H8775VWdanielm VicMarket，维多利亚女皇市场 的 Communications Coordinator，回复了这篇点评2019年4月10日已回复Google翻译 HiDaniel M, this sounds like our version of a perfect Market Sunday! Thanks for sharing your review :) - the...更多","Wonderful food experience. My wife and I went to town for fun and spent a Sunday afternoon at this market. We had some paella at the stall. We also observed its production process. We noticed that in the late Sunday afternoon, there will be a lot of fresh products on sale, especially those with a short shelf life. More thanks to H8775VWdanielm VicMarket, Communications Coordinator at Queen Victoria Market, responded to this review HiDaniel M, this sounds like our version of a perfect Market Sunday! Thanks for sharing your review :)- the...more",Positive,Positive
21,"March 27, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or20-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS," 在墨尔本度假如果你计划去墨尔本旅游，那么一定要去维多利亚女皇市场逛逛。有很多便宜货。在我们在这逗留的五天里，我的妻子来过这个地方几次，买了几件衣服。这里同样也是一个很棒的食品市场。而且会相当拥挤。更多感谢 jjones76b VicMarket，维多利亚女皇市场 的 Communications Coordinator，回复了这篇点评2019年4月3日已回复Google翻译 Hi jjones76b, thanks for sharing your review, it's great to hear you wife made numerous trips to the Market during...更多","Holiday in Melbourne If you plan to travel to Melbourne, then you must visit the Queen Victoria Market. There are many bargains. During our five-day stay here, my wife visited this place several times and bought some clothes. This is also a great food market. And it will be quite crowded. More thanks to jjones76b VicMarket, Communications Coordinator at Queen Victoria Market, responded to this reviewApril 3, 2019Responded to Google Translate Hi jjones76b, thanks for sharing your review, it's great to hear you wife made numerous trips to the Market during ...More",Positive,Positive
22,"March 22, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or20-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 非常热闹繁忙这是一个很值得去的地方，很多东西可以买可以吃。女皇市场有停车场，可以供停车。但要注意星期一和星期三都不开的，因为星期三会有晚上市集。这个市集还会有自订澳洲车牌可以买。非常好的体验👍🏼感谢 VNH1993 ,"Very lively and busy This is a place worth visiting, many things can be bought and eaten. There is a parking lot at the Queen’s Market, which can be used for parking. But be careful not to open on Monday and Wednesday, because there will be an evening market on Wednesday. There will also be customized Australian license plates to buy in this market. Very good experience👍🏼 Thanks to VNH1993",Positive,Positive
23,"March 2, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or20-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 超大市集很有假日市集的地方.不过像是放大很多倍的.有很多熟食的食物可以在哪购买直接吃.也有新鲜蔬果可以买回家烹饪.还有纪念品区可以买回家.很值得去感谢 belindaw328 ,The huge market is a holiday market place. But it looks like it is magnified many times. There are many cooked foods where you can buy and eat directly. There are also fresh fruits and vegetables you can buy home for cooking. There is also a souvenir area to buy home. Very Worth to thank belindaw328,Positive,Positive
24,"February 17, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or20-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 吃新鲜食品、体验“设计师”作品的绝佳去处这是一个很好的老式市场。新鲜食物的选择是非常好的，产品也非常棒。我从来没有见过每公斤400美元以上的牛肉！！！！！市场的另一部分是典型的低成本服装和小饰品。然而，我惊讶于这里如此公开地被允许销售明显是假冒的商标服装。感谢 261KevinB261 ,"A great place to eat fresh food and experience the work of ""designers"". This is a good old-fashioned market. The selection of fresh food is very good and the products are also very good. I have never seen beef more than US$400 per kilo! ! ! ! ! Another part of the market is typical low-cost clothing and small accessories. However, I'm surprised that here is so openly allowed to sell branded clothing that is obviously counterfeit. Thank 261KevinB261",Positive,Positive
25,"January 24, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or20-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 周三夜市我们是周三晚上来这里逛的。有夜市。各国的美食，小玩意很多。人也很多。特别是好吃的地方，排队很长。也没有找到座位。体验日期：2019年1月感谢 shushutravel ,"We came here on Wednesday night to stroll around. There is a night market. There are many gadgets in the cuisines of various countries. There are also many people. Especially for delicious places, the queue is very long. No seat was found either. Date of experience: January 2019 Thanks to shushutravel",Positive,Neutral
26,"January 13, 2019",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or20-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS," 很棒的地方这市场真是巨大无比，你想要的一切东西，皮带、玩具、水果等等这里都有。什么东西都有。市场非常大。去它的网站看下，因为市场不是每天都开。更多感谢 alisonm236 VicMarket，维多利亚女皇市场 的 Communications Coordinator，回复了这篇点评2019年1月16日已回复Google翻译 Hi alisonm236, massive is right, we're the biggest open air market in the Southern Hemisphere! We recommend visiting qvm.com.au to...更多","A great place. The market is huge. Everything you want, belts, toys, fruits, etc. is available here. Have everything. The market is very large. Check its website, because the market is not open every day. More thanks to alisonm236 VicMarket, Communications Coordinator at Queen Victoria Market, responded to this reviewResponded to Google Translate January 16, 2019 Hi alisonm236, massive is right, we're the biggest open air market in the Southern Hemisphere! We recommend visiting qvm.com.au to... more",Positive,Positive
27,"December 30, 2018",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or20-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 每件特价商品你都会想要这里有很多新鲜的农产品，种类繁多。所以在这里很容易迷路，要是你在这里耗费很长时间等我话一定有很多摊位已经重复走了好几遍。考虑到澳大利亚的美元汇率，这些商品的价格简直太合适了……每样东西都想买，都想带走。更多感谢 Amieamieamie VicMarket，维多利亚女皇市场 的 Communications Coordinator，回复了这篇点评2019年1月11日已回复Google翻译 Hi Amieamieamie thanks for your review! We're glad to hear you enjoy the Market. - the team at Queen Vic...更多,"For every special item you will want, there are a lot of fresh produce and a wide variety. So it’s easy to get lost here. If you spend a long time waiting for me here, there must be many stalls that have been repeated several times. Considering the Australian dollar exchange rate, the prices of these commodities are simply too suitable...everything I want to buy, I want to take away. More thanks to Amieamieamie VicMarket, Communications Coordinator at Queen Victoria Market, responded to this review January 11, 2019Responded to Google Translate Hi Amieamieamie thanks for your review! We're glad to hear you enjoy the Market.-the team at Queen Vic...more",Positive,Positive
28,"December 14, 2018",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or20-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 一个市场吃全世界我们吃了超级便宜的生蠔，美式甜甜圈，西班牙吉拿棒，义大利冰淇淋，土耳其樱桃，法国糖炒夏威夷果，干净的市场很好逛很好吃吃喝喝！！感谢 Ayin_Hsieh ,"One market to eat all over the world. We ate super cheap oysters, American donuts, Spanish cina sticks, Italian ice cream, Turkish cherries, and French macadamia nuts. The clean market is very good to visit and delicious! ! Thank Ayin_Hsieh",Positive,Positive
29,"December 6, 2018",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or20-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS, 值得推荐杂货市场有点儿像本土的百货市场。大棚底下是摆摊的商贩。鱼和肉的销售明码标价，看着十分诱人。香肠酱菜香料腌肉看上去琳琅满目，就是不知道怎么吃。体验日期：2018年12月感谢 Resort01678142760 ,"It is recommended that the grocery market is a bit like a local department store market. Under the big shed are vendors who set up stalls. The sale of fish and meat is clearly marked, which looks very attractive. Sausages, pickles, spices and bacon look dazzling, but I don’t know how to eat them. Date of experience: December 2018 Thanks to Resort01678142760",Positive,Neutral
30,"December 2, 2018",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or30-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS," 星期日早餐今天来这里吃早饭，逛了逛市场。我来自珀斯，觉得那里的市场棒极了。墨尔本当然知道如何做好任何与食物相关的事情。可能有点忙，但很值得。更多1  感谢 jonmainwaring VicMarket，维多利亚女皇市场 的 Communications Coordinator，回复了这篇点评2018年12月10日已回复Google翻译 Hi jonmainwaring, thanks for sharing your review, we hope you enjoyed the rest of your stay in Melbourne!- the...更多","Sunday breakfast Came here for breakfast today and strolled around the market. I'm from Perth and think the market there is great. Melbourne certainly knows how to do anything related to food. It may be a bit busy, but it's worth it. More 1 Thanks to jonmainwaring VicMarket, Communications Coordinator at Queen Victoria Market, responded to this reviewResponded to Google Translate December 10, 2018 Hi jonmainwaring, thanks for sharing your review, we hope you enjoyed the rest of your stay in Melbourne! -the...more",Positive,Positive
31,"November 18, 2018",Queen Victoria Market,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256569-Reviews-or30-Queen_Victoria_Market-Melbourne_Victoria.html#REVIEWS," 随便尝尝，这里很便宜这个市场很棒，有可以吸引每个人的东西。可以在这里花上一个小时或者半天的时间。这里有新鲜的食物、水果、面包、巧克力和礼品。乘坐公共的城市电车交通可以很轻松地抵达，而且还免费。支持当地人，来这里品尝历史的味道。更多感谢 fishfaz VicMarket，维多利亚女皇市场 的 Communications Coordinator，回复了这篇点评2018年11月19日已回复Google翻译 Hi fishfaz, We're glad you love our Market as much as we do! Thanks for sharing your review :) -...更多","Feel free to try it. It's cheap here. The market is great. There are things that can appeal to everyone. You can spend an hour or half a day here. There are fresh food, fruits, bread, chocolates and gifts. It is easy to reach by public city tram, and it is free. Support the locals and come here to taste the taste of history. More thanks to fishfaz VicMarket, Communications Coordinator at Queen Victoria Market, responded to this reviewResponded to Google Translate November 19, 2018 Hi fishfaz, We're glad you love our Market as much as we do! Thanks for sharing your review :) -...More",Positive,Positive
